id,name,text,trans
1,エスタリオラ/埃斯塔里奥拉,ぐぅぅぅ……むにゃ……,唔…………姆…………
1-sel1_txt,,頬をつねる,戳脸
1-sel2_txt,,脇腹を突っつく,戳腰
3,エスタリオラ/埃斯塔里奥拉,ぐぅぅ……ぐぅぅぅ……,唔……咕………
3-sel1_txt,,大声を出す,大声叫
3-sel2_txt,,脇をくすぐる,挠痒
4,エスタリオラ/埃斯塔里奥拉,ぐおおお……むにゃむにゃ……,咕哦哦……唔嗯…………
5,エスタリオラ/埃斯塔里奥拉,む……？　若き騎空士よ、\n不満そうな顔をしてどうした？,嗯……？\n年轻的骑空士啊，\n你一脸不满是怎么回事？
6,エスタリオラ/埃斯塔里奥拉,ほほぅ、ずっとワシに\n悪戯しておったのか。\n眠っていて気づかなかったのう。,呵呵，一直在对老夫恶作剧啊。\n睡着了没有察觉。
7,エスタリオラ/埃斯塔里奥拉,次はちゃんと見ておるから、\nもう一度やってみせてはくれぬか？,下次会好好看着的，\n能不能再来一次？
8,エスタリオラ/埃斯塔里奥拉,ぐぅ～～～　ぐぅ～～～……,咕~~咕~~~……
9,エスタリオラ/埃斯塔里奥拉,おっと、また寝てしまったようじゃ。,哎呀，好像又睡着了。
10,エスタリオラ/埃斯塔里奥拉,ふふ……そう頬を膨らますでない。,呵呵……不要鼓着脸啊。
info,,,scene_s3_halloween_3102_v1_0_2004_3_3040163000
译者,,,
