id,trans
filename,scene_evt190614_cp3_q3_s10
info,scene_evt190614_cp3_q3_s10
112,<span class='scene-font-katari'>他们的目的地是监视器里映照出的巨大的影子</span><br><span class='scene-font-katari'>有冒牌ZERO潜伏着的</span><br><span class='scene-font-katari'>埃尔斯特帝国的军事要塞。</span>
111,<span class='scene-font-katari'>黑与白的巨大躯体飞上了天空。</span>
109,干的好！<br>那么让我们出发吧，去救回娜娜莉！
108,了解了。<br>确认完毕。<br>我这里随时都能出发。
107,朱雀。娜娜莉现在被囚禁在，<br>埃尔斯特帝国的军事要塞里。<br>数据是从那里发出的。
105,<span class='scene-font-katari'>C.C.从监视器里看到后</span><br><span class='scene-font-katari'>脸上的表情也变得放松了。</span>
104,…………
103,<span class='scene-font-katari'>虽然这么说着，鲁鲁修的脸上却</span><br><span class='scene-font-katari'>露出了安稳的表情。</span>
102,吵死了。<br>你这个色鬼一样的无耻女。
101,真是让人不禁嫉妒的谈话呢。
95,<span class='scene-font-katari'>倾注了信赖的</span><br><span class='scene-font-katari'>鲁鲁修和朱雀两人的视线</span><br><span class='scene-font-katari'>重合了。</span>
94,谢谢你，朱雀。<br>这份恩情我记住了。
93,就没有我们做不到的事……呢。
92,因为不就是这么一回事吗。<br>你和我，只要我们两人携手并肩的话……
91,我们的世界该<br>如何变好的方法。
90,首先要把娜娜莉救回来，<br>然后回到原来的世界……<br>让我们一起去寻找吧。
89,因此，我想要帮助你。
88,而且，我也和你一样。<br>任性又自私地，我的手上也<br>染上了他人的鲜血……
87,但是，你却没有背叛我这个人。<br>因为你看，你这不是<br>全部都告诉我了吗。
86,不，虽然你的确背叛了我的信念。
85,为什么？<br>我可是背叛了你啊。
84,……朱雀。
83,因此，我会帮助你的。
82,…………
81,娜娜莉并不是<br>只能被保护着的弱小的孩子。她的那份强大，<br>你应该是最清楚的吧。
80,建立在夺取人的性命的基础上构筑的世界<br>我不认为<br>娜娜莉能够在这样的世界笑着生活着。
79,……我已经做好觉悟了。
78,为了自己的目的夺取他人性命这种事，<br>是不被原谅的。<br>你总有一天会被定罪的。
77,……这点我承认。
76,……实话说，<br>我不赞同你的想法。<br>你的想法太过自私了。
75,<span class='scene-font-katari'>两个人一时间陷入了沉默。</span><br><span class='scene-font-katari'>朱雀率先开口打破了沉默。</span>
74,…………
73,……我不知道。<br>但是，我不能眼睁睁的<br>看着娜娜莉被杀掉……
72,！
71,那种事，你认为是娜娜莉所希望的吗？
70,所以，我成为了ZERO。
69,为了创造能让娜娜莉笑着生活的世界，破坏现在这个<br>被布里塔尼亚操纵的世界是必然的。
68,为了娜娜莉能够安心地生活的世界。
67,为了……娜娜莉？
66,<span class='scene-font-4'>如果变成那样的话就太晚了！</span>
65,别的方法都太慢了。在那种世界的话<br>我可怜的妹妹娜娜莉<br>会被作为战争和政治的牺牲品被杀掉的啊。
64,为什么，要战斗？<br>应该还有更多不同的选择的。
63,是为了和布里塔尼亚对抗。<br>并不是针对日本人。
62,那为什么，要建立黑之骑士团？<br>为什么要逼迫日本人上战场？
61,杀害了母亲<br>又瞄准了娜娜莉和我的性命的人，就在皇室里，<br>就在这些有血缘关系的兄弟之中。
60,我是为了寻找<br>把我的母亲玛丽安娜杀害的凶手。
59,为什么，你要成为ZERO？<br>为什么，要杀了克洛维斯皇子？
58,你的确背叛了我的信念……<br>但是，我想要问问你。
57,…………
56,啊啊，我就是ZERO。
55,鲁鲁修。<br>果然，你就是ZERO啊。
54,<span class='scene-font-katari'>ZERO缓缓地取下了面具</span><br><span class='scene-font-katari'>向着朱雀露出了ZERO的真面目，</span><br><span class='scene-font-katari'>那是鲁鲁修的脸。</span>
53,…………
48,ZERO……
47,<span class='scene-font-katari'>高文肩上戴着面具的那个身影，</span><br><span class='scene-font-katari'>正俯视着</span><br><span class='scene-font-katari'>毫不犹豫冲出了驾驶舱的朱雀。</span>
45,……！
44,…………
