id,trans
filename,主线剧情第83章第1节第1幕
info,scene_cp83_q1_s10
53,我们已经不可能收手了！
52,<span class ='scene-font-4'>想阻止我们的话，<br>就全力以赴吧！</span>
50,っ……
49,我们不会逃避……<br>也不会畏惧战斗……<br>和你可不一样啊。
48,从那座要塞可以看到这座岛全境，<br>有援军的可不只有你们。
47,<span class='scene-font-katari'>从要塞赶来的盗贼们<br>杀气腾腾地蜂拥而来。</span>
46,老大！！
44,<span class='scene-font-katari'>莱茵哈萨这样说着，<br>将目光投向要塞所在的方向。</span>
43,不，我们还没有输。
42,我说……就到此为止吧。<br>局势已经不是对半开了，<br>你已经输了，莱茵哈萨。
41,<span class='scene-font-katari'>该隐如是回答，<br>然后转向莱茵哈萨。</span>
40,不用担心，<br>蕾欧姐和那些士兵都是自己人。
39,<span class='scene-font-katari'>卡塔莉娜保持着警惕，<br>向该隐问起逐渐聚集起来的士兵的事情。</span>
38,该隐，他们是？
37,该隐！<br>你没事吧！？
36,<span class='scene-font-katari'>村中的气氛越发紧张，<br>而此时姬塔等人现身了。</span>
35,<span class='scene-font-katari'>就在该隐和莱茵哈萨对视期间，<br>士兵们已经接连赶到村内。</span>
34,…………
33,如果伊德尔瓦王国军与你彼此全力对抗，<br>恐怕双方都会元气大伤。
32,如果可以的话，<br>我还是想避免全面冲突的。
31,不……我是认真的。<br>只是军队行动起来<br>也不过是时间的问题。
30,该隐，你这混蛋！<br>这一切都是为了拖延时间吗！？
29,<span class='scene-font-katari'>与在那里插科打诨的该隐相对，<br>莱茵哈萨愤怒地抬高了声音。</span>
28,呜诶！？
27,该隐……<br>待会儿可得好好训你一顿。
26,哈……蕾欧姐，帮大忙了呀。
25,该隐……
24,<span class='scene-font-katari'>但是女性没有回应，<br>她跳到该隐和村民中间，<br>然后看向该隐。</span>
23,混蛋……<br>你是<span class='scene-font-4'>伊德尔瓦王国军的吗！！</span>
22,<span class='scene-font-katari'>莱茵哈萨脸上一时充满困惑，<br>但没多久就转变为愤怒。</span>
21,哈！
20,辛苦了，继续警戒周围情况，<br>催促他们加快速度。
19,已将途中发生交战的盗贼全数抓捕，<br>片刻之内全军即可到达。
18,从港口到村中的路线<br>已经确保完毕！
17,<span class='scene-font-katari'>同一时间，越来越多的脚步声<br>汇聚于该隐所在的村子中。</span>
14,<span class='scene-font-katari'>交谈结束后，<br>姬塔等人离开了封印地点，<br>向着村子赶去。</span>
13,如果她是该隐的敌人，<br>该隐现在应该急需帮助。
12,不……<br>那个新出现的女性也很令人在意。
11,是啊，也许出现了什么<br>该隐都没有预想到的情况。
10-sel2_txt,还是继续等着吧
10-sel1_txt,去看看吧
10,俺、俺也不是很明白……<br>突然一个不认识的大姐姐出现，<br>到底发生了什么……
9,而且刚刚从村子那边<br>传来了很大的声响。
8,怎么了？<br>刚刚好像有听到你惊慌的声音。
7,<span class='scene-font-katari'>对事态感到奇怪的碧慌忙地降落下来，<br>询问姬塔等人。
1,<span class='scene-font-katari'>在空中观察村中情况的碧<br>突然惊讶地喊出声来。</span>
0,啥……<br>到、到底发生什么事了？
0-synopsis,碧在上空观察村中的情况，并将村中发生某种突发情况一事告知姬塔等人，然后他们离开封印地点向村中赶去。同时伊德尔瓦王国军抵达村中，气氛愈加紧张。“就到此为止吧”——该隐再次劝降莱茵哈萨，却遭到了后者的拒绝。之后莱茵哈萨带着盗贼们与伊德尔瓦王国军发生了战斗。
0-chapter_name,第83章 了结与新的旅途
