id,trans
filename,scene_evt170430_cp6_q1_s10
info,scene_evt170430_cp6_q1_s10
80,来吧，让我看看你们的全力。<br>不然的话，只有死路一条。
79,你们要是简简单单就被打到的话，<br>我就无法收集到充足的数据了。<br>这也会让我很困扰。
78,我不过是想收集这个吸收了始祖的Nigredo的数据罢了。<br>好久没有这么兴奋过了。
75,从容？　不是的。
74,真是从容啊。<br>既然就这么等待我们结束谈话……
73,作战会议差不多该结束了吧？
72,我知道了。
71,毕竟我们<br>似乎已经没有保护克拉莉丝的余裕了。
70,那么，就拜托二位护卫克拉莉丝了。
69,我也一样……
68,而且，我也是继承了始祖的妹妹的血脉之人。<br>姑且算是一介炼金术师。
67,怎么能抛下女儿逃走呢！<br>我们可不是那种薄情的父母！
66,不不，那个，<br>你们俩还是去避难比较好吧？
65,嗯……这样就好。
64,我知道了……<br>我会努力看看的。
63,所以，你不能放弃。<br>克拉莉丝。
62,在你找到办法之前，<br>就由我们为你争取时间。
61,…………
60,想起始祖说过的话吧……<br>这样一定能够找到什么办法。
59,就算你们这么说………<br>我究竟该怎么办才好……
58,克拉莉丝……相信自己。<br>是你的话……<br>不，这是只有你才能做到的事情。
57,…………
56,你难道要将这份信任置之不理吗？
55,克拉莉丝……<br>不论是我们……还是那位始祖……<br>还有各位，都相信着你。
54,各位……
53,我也是，克拉莉丝。
52,不用说，我也相信着克拉莉丝哦！
51,<span class='scene-font-katari'>听着露莉亚说的话，</span><br><span class='scene-font-katari'>姬塔用力地点了点头。</span>
50,我们一直相信着你！
49,而且我们也觉得，<br>如果是克拉莉丝的话，<br>一定能够做到的……
48,…………
47,但是，她从不说谎。
46,虽然卡莉奥斯特萝隐瞒了很多事情，<br>对我们的提问也经常搪塞过去……
45,啊……
44,她是这么说的哦？
43,卡莉奥斯特萝她说过，<br>如果是克拉莉丝的话，<br>什么都能做到……
42,没有这种事！<br>请回想起卡莉奥斯特萝说的话！
41,但是，怎样才能打倒它呢？<br>就凭我，根本就……
40,是的！
39,也就是，只要马上将那个黑色物质打倒，<br>卡莉奥斯特萝就能得救……？
33,因此，我从周围取材炼成生命力，<br>并将它们给自己的命续上……
32,当然，从肉体中离开的生命是非常危险的。<br>但我以魔术理论为基础展开炼金术……
31,首先，将自己从物理领域中分离开来，<br>在那种状态下，将那具身体原原本本地重新炼成。
30,嘛……我的炼金术，<br>已经超出了物理领域的范围了。
29,这，意思是……<br>唔……？
28,但当时出了点状况。<br>我就让那具身体停止活动，<br>并且用其为素材炼成了新的身体。
27,本来我是打算以那具身体，<br>来解开封印的……
26,什，什么意思……？<br>怎么回事啊？
25,不……<br>与其说是我死了，<br>不如说是那具身体死了比较准确。
24,哈……<br>根本不是没事……<br>实际上，我在那时是死了的。
23,但是，人没事比什么都好！<br>封印好像也解开了……<br>对吧？　姬塔……
22,真是的……<br>那个时候我还以为<br>卡莉奥斯特萝真的死了呢……
16,诶……
15,对啊！<br>她好像确实这么说过！
14,！？
13,啊！？　说起来，卡莉奥斯特萝以前好像说过，<br>就算身体被破坏了，如果没过多长时间的话就没关系……
12,她会拼命挣扎……<br>所以，请不要放，<br>克拉莉丝！
11,更重要的是，<br>卡里奥斯特罗不是说过吗！
10,那位卡莉奥斯特萝，<br>可不会就这么白白被吸收！
9,你说什么！？<br>怎么可能……
8,那可不一定。
7,但是已经，<br>没有办法了……
6,正如姬塔所说，克拉莉丝！<br>一切都还没有结束！
5,而且，一切都还没有结束！
4,现在可不是后悔的时候！<br>必须向前看！
3,克拉莉丝！<br>正如姬塔所说！
2,但是，都是因为我……
1-sel2_txt,<span class='scene-font-katari'>还没完呢！</span>
1-sel1_txt,<span class='scene-font-katari'>振作点！</span>
1,都是……<br>都是我的错……
0,<span class='scene-font-katari'>Nigredo吸收了卡莉奥斯特萝，</span><br><span class='scene-font-katari'>并且将她的外表和力量占为己有。</span><br><span class='scene-font-katari'>此情此景使姬塔等人不禁愕然。</span>
0-synopsis,Nigredo吸收了卡莉奥斯特萝，并将她的力量占为己有。见此情景，在帕拉凯尔苏斯的大笑声中，克拉莉丝露出了绝望的表情。就在这时，一行人回想起了卡莉奥斯特萝曾经说过的话，将最后的希望托付给了克拉莉丝。
0-chapter_name,第6話 自分らしく
