id,trans
filename,主线剧情第83章第1节第1幕
info,scene_cp83_q1_s10
53,我们已经，不可能停步于此了！
52,<span class ='scene-font-4'>想阻止我们的话就全力以赴啊！</span>
50,っ……
49,我们不会逃避，也不会畏惧战斗…和你可不一样啊。
48,从那座要塞可以看到这座岛全境，有援军的可不只有你们。
47,<span class='scene-font-katari'>从要塞赶来的盗贼们杀气腾腾地蜂拥而来。</span>
46,老大！！
44,<span class='scene-font-katari'>莱茵哈萨说道，然后他的目光投向要塞所在之处。</span>
43,不，我们还没有失败。
42,呐，就到此为止吧。局势已经不是对半开了，你输了，莱茵哈萨。
41,<span class='scene-font-katari'>该隐回答道，然后他转向莱茵哈萨。</span>
40,不用担心，蕾欧姐和他们都是我们的同伴。
39,<span class='scene-font-katari'>卡塔莉娜警戒着问着逐渐聚集的士兵的事情。</span>
38,该隐，他们是？
37,该隐！你没事吧！？
36,<span class='scene-font-katari'>村中的气氛越发紧张，而此时姬塔等人现身了。</span>
35,<span class='scene-font-katari'>就在该隐和莱茵哈萨对视期间，士兵们已经接连赶到村内。</span>
34,…………
33,如果伊迪尔瓦王国军与你互相全力对抗，恐怕双方都会元气大伤。
32,如果可以的话我还是想避免全面冲突的。
31,不，我是认真的。只是军队行动起来也不过是时间的问题。
30,该隐，你这混蛋！这一切都是为了拖延时间吗！？
29,<span class='scene-font-katari'>该隐装出一副不明所以的样子大声叫道。</span>
28,呜诶！？
27,该隐，待会要好好说教你了。
26,哈，蕾欧姐，帮大忙了呀。
25,该隐…
24,<span class='scene-font-katari'>但是女性没有回应，她跳到该隐和村民中间然后看向该隐。</span>
23,混蛋，你是<span class='scene-font-4'>伊迪尔瓦王国军的吗！！</span>
22,<span class='scene-font-katari'>莱茵哈萨脸上一时充满困惑，但没多久就转变为愤怒。</span>
21,哈！
20,辛苦了，继续警戒周围情况，请速令他们向村子移动。
19,已将途中发生交战的盗贼全数抓捕，片刻之内全军即可到达。
18,从港口到村中的路线已经确保完毕。
17,<span class='scene-font-katari'>另一方面，越来越多的脚步声汇聚于该隐所在的村子中。</span>
14,<span class='scene-font-katari'>交谈结束后，姬塔等人离开了封印地点，向着村子赶去。</span>
13,如果她是该隐敌人的话，该隐现在应该急需帮助。
12,不，我对那个新出现的女性也很好奇。
11,是啊，也许发生了什么该隐都没有预想到的事态。
10-sel2_txt,还是继续等着吧
10-sel1_txt,去看看吧
10,我也不是很明白…突然一个不认识的大姐姐出现，到底发生了什么我也不太明白。
9,而且刚刚从村子那边传来了很大的声响。
8,怎么了？刚刚我好像有听到你惊慌的声音。
7,<span class='scene-font-katari'>对事态感到奇怪的碧慌忙地降落下来询问姬塔等人。
1,<span class='scene-font-katari'>在空中观察村中情况的碧突然惊讶地说道。</span>
0,嗯呐，到…到底发生什么了
0-synopsis,碧在上空观察村中的情况，并将村中发生某种突发情况一事告知姬塔等人，然后他们离开封印地点向村中赶去。同时伊迪尔瓦王国军抵达村中，气氛愈加紧张。“就到此为止吧”——该隐再次劝降莱茵哈萨，但是他拒绝了，之后莱茵哈萨带着盗贼们与伊迪尔瓦王国军发生了战斗。
0-chapter_name,第83章 了结与新的旅途
