id,trans
filename,scene_ult_chr129_q4_9_s20
info,scene_ult_chr129_q4_9_s20
65,嗯，我知道的。
64,<span class='scene-font-gray'>这样的话，你要把姬塔引诱出来。</span><br><span class='scene-font-gray'>向其展示你的力量。</span>
62,……没有。<br>只是在想接下来该怎么做。
61,<span class='scene-font-gray'>怎么不怎么说话了。</span><br><span class='scene-font-gray'>难道是对迈向王者的道路产生了迷茫吗？</span>
59,<span class='scene-font-kokoro'>（席尔瓦……）</span>
53,啊哈。谢谢你，索恩。
52,嗯，我知道了。<br>加油啊，席尔瓦。肯定……<br>不，如果是席尔瓦的话绝对能做到的。
51,我的委托结束之后再汇合吧。<br>见面的地点就在<br>公使目的地的街上好了。
50,啊……<br>哈哈，一和你说话就停不下来啊。<br>那么我走了。
49,非常可爱……嘿嘿，是非常有趣的孩子哟。<br>稍微一点事就像<br>点了火的爆竹一样吵闹起来。
48,真的？　好开心。<br>听说和我很相似之后，<br>我就很在意她们会是什么样的孩子呢。
47,……对了。这个委托结束之后，<br>来我做枪的工房怎么样？<br>我把我的妹妹们介绍给你。
46,我一定会用磨炼到现在的射击技术<br>和这把枪，保护好公使给你看的。
45,是啊。如果能够成功的话，<br>我的名字就能够传遍整个<span class='scene-font-place'>拉比岛</span>了吧。<br>终于有颜见江东父老了。
44,是从<span class='scene-font-place'>拉比岛</span>来的护卫重要人物的请求吧。<br>能够被指名委托真是了不起啊。
43,哦哦，我该走了。
42,好想和你的妹妹们，<br>什么时候见个面啊……<br>啊，委托的时间，还来得及吗？
41,如果有两个义妹的话，<br>大部分事情就都能接受了。
40,……你竟然连这样的话题都能接受得了呢。
39,我能想象到。<br>因为把猎到的野兽吃了的事情，<br>我还是有过的。
38,诶……
37,如果我也是在山里长大的话，<br>也许会和索恩做出同样的举动。
36,但是，肉马上就会坏。如果是为了保持<br>新鲜的状态把血抽掉不是必要的吗？　
35,…………
34,嗯……
33,……我和大家们都只是，<br>不知道对彼此来说<br>最重要的事情而已。
32,当时我周围的人们，<br>都用可怕的眼神看着我。
31,…………
30,无意之中，由于自己的习惯<br>去看了下肉质……因为看起来可以吃，<br>所以我当场就把血放掉了……
29,有一天街上突然来了许多很大的野兽。<br>在它们伤到别人之前，我把它们射死了。
28,我在刚来到街上的时候还不知道，<br>我原来村子的普通和街上的普通……<br>其实是完全不一样的。
27,……嗯。
26,……街上的人们<br>在抓到野兽之后是不会杀掉的，对吧？
25,比如说？
24,害怕的东西，还是有的。
23,看着你纤细的一面，我就会这样想。<br>但是你有魔眼和弓的技术这些才能的话……<br>应该没有什么害怕的东西了。
22,诶……
21,……你，<br>或许跟我的妹妹很像。
20,听你这么一说，总感觉怪怪的。<br>明明大家都知道我的眼睛，<br>把我当做怪物对待。
19,是啊。我在装特别定制的狙击镜。我特地<br>拜托做成拥有能够与你的眼睛匹敌的<br>性能的狙击镜，结果就变成了这么长。
18,在，改造枪吗？
12,…………
6,<span class='scene-font-kokoro'>（即使是我也不想失去索恩。</span><br><span class='scene-font-kokoro'>看来需要去做些准备工作了。）</span>
5,<span class='scene-font-kokoro'>（我还以为仅凭我们就能解决……</span><br><span class='scene-font-kokoro'>这样看来，比想象的还要严重啊……）</span>
2,你是最后一个了，希耶提。<br>那么的话，再见。
1,哈啊……哈啊……哈哈哈。<br>索恩你也挺厉害的啊……
0-synopsis,没有阻止暴走的索恩的希耶提，痛感到了问题的严重性。另一面，打倒所有十天众的索恩，突然回想起了过去发生的事情。与作为自己长处的理解者席尔瓦促膝长谈的那些日子的记忆，浮现在自己的眼前。在沉浸于感伤中片刻之后，听从了二王弓所说的「把姬塔引诱出来」的话的索恩，将意识集中于与姬塔进行战斗的想法上。
0-chapter_name,王者，示其威也。
