id,trans
filename,主线剧情第96章第1节第1幕
info,scene_cp96_q1_s10
78,此后，在纳尔格兰迪这片空域中，不安的气氛正在四处蔓延。
77,芙莉雅一边喃喃自语，一边抬起头，看着王宫的天花板。
76,如果是杞人忧天就好了……
75,遵命。
74,告诉军方，提高本岛防御的警戒级别。
73,事态可能已经开始发展了…… 雷姆王国极有可能向我方发起进攻。
72,继续确认他的安全，同时告诉其他潜入到雷姆王国的密探们，开始收集情报。
71,而且还是潜入雷姆王国的人…… 光是这点就足够让人感到不安了……
70,你在说什么…… 只要失去了来自密探的联络，就该判定为出了什么事情才对。
69,虽然也可能是因为事故，不得已推迟了联络。
68,是潜入雷姆王国那边的密探。 已经超过期限很久了，我方却没能收到任何报告。
67,——密探没有发来定期联络…… ？
66,几天后，在玉座上的国王芙莉雅听到了令人不安的消息。
61,是，是！
60,关于这件事请务必保密，还有，得把尸体秘密处理掉。
59,是密探啊…… 恐怕是伊德尔瓦那边的。 他潜入军队，在死角偷听。
58,什…… 什么…… ？
54,唔啊！ ？
47,吉尔伯特轻松地挥了挥手，一股不祥的气从中放出。
46,啊…… ？
45,——虽说如此，但里面好像混进了一只老鼠。
44,然后处理好反战组织，一切就都结束了——
43,反战派的下一任领导人……大概在几年后才能定下来……
42,这样一来，反战派团体的首领以及作为指挥官的大臣们都死去了，想必立马就会瓦解了。
41,非常好…… 辛苦了。
40,已经伪装成事故，处理掉了。
39,那个反叛军的干部呢？
38,很好。
37,我们准备好的证据，已经足够能让宪兵队得出凶手就是伊德尔瓦方了。
36,准备好伊德尔瓦方即是凶手的证据后，就暗杀掉吧。
35,是…… ！ 作战已经完成，大臣们已经被抓起来了。
34,比起这个…… 进展如何？
33,毕竟，谁都不会让无法信任的人作为邻居，对吧。
32,我只是代表陛下的意愿…… 还有那份热情，也正是臣民们自身的愿望。
31,听众们非常热血，而且立刻就开始讨论今后该如何应对伊德尔瓦的攻击了。
30,吉尔伯特先生…… 您刚才的演说真是太精彩了。
24,为了在和伊德尔瓦发动全面战争之前，提升雷姆王国臣民的气焰。
23,吉尔伯特激烈的演说，全都出于对伊德尔瓦王国的不满……
22,结束了疯狂的演讲后，吉尔伯特离开了讲台。
19,让邪恶的伊德尔瓦知晓雷姆王国的臣民有多么崇高吧！ ！
18,既然这样，就让他们知道拥有悠久历史的雷姆王国，真正的恐怖之处吧……
17,从伊德尔瓦的行动上来看，发动全面战争已经是难免的了。
16,吉尔伯特热情洋溢的演讲，得到了群众们的支持与掌声。
14,我们怎么能够容忍，被伊德尔瓦这种尚未成熟的国家所藐视……！！
13,而我们雷姆王国则历史悠久，从特里德王国的贵族时代开始，就继承了王室的尊贵血脉……
12,伊德尔瓦是一个历史很短的国家，现任国王也就是他们的初代国王。
11,如此看来，不论伊德尔瓦何时向我国发动攻击都不奇怪了。
10,这种行为，和伊德尔瓦向我国发动进攻已经别无二致。
9,伊德尔瓦方的种种暴行使雷姆国民发出了一阵惊呼。
8,而且还强行夺走了由紫之骑士赐予陛下的骑空艇……！
7,可是，伊德尔瓦却得寸进尺，将来自其他空域的奇怪家伙安插到了我国的军队之中……
6,尽管两国之间的关系一直岌岌可危，可在国王陛下的宽心大度之下，一直避免着发生直接冲突。
5,想必大家都知道，雷姆王国和伊德尔瓦王国已经进入了紧张关系。
4,另一边，作为国王代理的吉尔伯特正在民众面前进行演说。
1,在古罗斯岛上，拉克姆和欧根正在向教义的奥义发起挑战。
0-synopsis,当拉克姆和欧根正在挑战教义的奥义之时，另一边，吉尔伯特正在雷姆王国的民众面前发表演说。 与伊德尔瓦发动全面战争的氛围已经愈演愈烈，吉尔伯特暗杀了部长和叛徒，巩固了自己的独裁统治。 另一方面，在伊德尔瓦王国的玉座旁，白泽告诉芙莉雅派去雷姆王国的密探已经失去了联络。 于是，芙莉雅加强了对雷姆王国的警戒。
0-chapter_name,第96章　燃烧的火种
