id,trans
filename,主线剧情第143章第4节第一幕
translator,雨降星
info,scene_cp143_q4_s10
64,两人对这种尴尬的气氛感到为难，\n但还是竖起耳朵仔细听着，\n以免错过他们所说的每一个细节。
63,这种让人胃痛的气氛，\n我可受不了……
62,原来是想让我们打探这些内情啊。
61,阿莉亚大人让我跟你一起\n参加这次视察的时候，\n我还以为是怎么回事呢……
60,面对用自己丈夫的性命换来的、\n那次入侵的幸存者，\n她的心情一定很复杂吧？
59,但毫无疑问，\n他确实是足以让一名军人\n牺牲性命保护的对象。
58,那时候他就已经继承了七曜之位了吗，\n还是还没继承呢……
57,当时的白骑士大人不是还未成年吗……？
56,但是幽世入侵埃克塞·格兰德已经过去十多年了。
55,七曜中的白之座是属于埃克塞·格兰德的……\n阿玛尔大人确实有权向他追责……
54,但没想到居然和白骑士大人有直接关系。
53,我知道阿玛尔大人的丈夫是在\n埃克塞·格兰德战役中殉职的……
52,白骑士的随从们静静地站在不远处，\n看着副王阿玛尔和白骑士进行交谈。
47,…………
46,就凭你现在这个样子，\n还想实现当初的誓言？
45,你还说，一定会把失去的埃克塞·格兰德空域\n从幽世手中夺回来。
44,你在他的葬礼上说过。\n你会继承他的遗志，\n为这片天空鞠躬尽瘁。
43,夺走我挚爱性命的，\n才不是什么幽世大军……
42,不管是埃克塞·格兰德战役，\n还是你，我都还没有原谅呢。
41,…………
40,他……拼上自己的性命救了你，\n就是为了让你做这种事？
39,你作为一个七曜骑士该做的，\n就是这种事吗……？
38,这个岛和我，\n都在扮演我们应当成为的角色。
37,看到沉默不语的白骑士，\n副王阿玛尔一脸失望地继续说下去。
36,莱伯塔利亚岛只需要履行它当尽的职责。\n仅此而已。
35,我不是这个意思……
34,在这个大家来寻求娱乐与治愈的\n岛上？
33,还是说，你想让我进一步限制自由，\n只为约束一些愚蠢的人？
32,宪兵也一如既往地发挥着作用，\n犯罪人数也没有激增。
31,至于你提到的那些危险行为，\n也并没有达到威胁岛内治安的程度。\n他们要是受伤了也只是自作自受。
30,这……
29,就算你订的牛奶装在一个精致的杯子里，\n你也不能说你买的是那个杯子吧？
28,他们真正买卖的是当事人的记忆和经历……\n“面具”只是一个容器，一种手段。
27,而且“面具”只是一种手段。\n被赋予价值、进行买卖的，\n并不是“面具”本身。
26,这话你自己说着不难受吗？\n你不过是一只借了老虎之威的狐狸。
25,……我刚才说过，\n我现在代表真王陛下。
24,你一个地方长官，\n还以为能和我这个副王平起平坐吗？
23,天空的中心是这奥莱·格兰德大空域，\n不是其他任何空域。
22,七曜骑士这名头虽然好听，\n但除了继承黄金之位的阿莉亚大人之外，\n不过都是些边疆空域的长官。
21,就是字面意思啊。
20,你这是什么意思。
19,……区区一个负责边疆事务的乡野骑士，\n还真把自己当回事了。
18,面对步步逼问的白骑士，\n副王阿玛尔沉默了一阵，叹了口气，\n然后慢慢地开口说道:
17,作为负责管理人民和岛屿的副王，\n你如何看待这个事实？
16,造成的后果你也看到了，\n有些人已经开始为了获得稀有的经历、\n记忆而铤而走险了。
15,更不用说，\n这些“面具”商都把“面具”冠以高价……
14,面对依旧默不作声的阿玛尔，\n白骑士像是试图给她施压一般，\n继续说道：
13,“面具”也是国家财产的一部分，\n绝不允许私下买卖。
12,而每个岛屿的复合星晶兽本是国家的财产，\n其力量也是同样……
11,“面具”是由与岛屿结约的复合星晶兽\n佐特洛普制造出来的。
10,现在有些“面具”商\n在和个人做着“面具”的买卖，\n你是知道的吧。
9,看到默不作声的阿玛尔，\n白骑士率先进入正题。
8,…………
7,劝你说话慎重点。\n我现在代表的是真王陛下。
6,注意你的身份。\n你一个七曜骑士凭什么来质问我呢？
5,我今天来是为了调查这件事。\n你有什么解释吗。
4,副王阿玛尔。\n你被怀疑默许这个岛上的非法生意。
3,剧院里的贵宾室里坐着副王阿玛尔、\n白骑士和他的随从。
2,当雷荷斯心怀一线希望，\n试图用方巾求救的时候。
0-synopsis,“剧院”的贵宾室内，前来视察的白骑士正在与阿玛尔会面。阿玛尔的丈夫曾经在与幽世军队的战役——埃克塞·格兰德战役中为保护年幼的白骑士而死，阿马尔和白骑士之间至今仍存在旧怨。阿尼希妲和海拉克在阿莉亚的指示下与白骑士同行，他们两人听着贵宾室内的对话，对这尴尬的气氛感到为难。
0-chapter_name,第143章 狂欢开场
