id,trans
filename,scene_retold_cp008_q3_s10
translator,煌月夜、雨降星
info,scene_retold_cp008_q3_s10
707,露莉亚和欧尔姬丝正确地\n起动了阿卡夏，\n阻止了芙莉西雅。
688,姬塔一行赢得了同星晶兽阿卡夏的死斗。
318,姬塔等人与恢复意识的露莉亚一起\n向阿卡夏发动最后的进攻。
304,咦？ 我……？
303,姬塔赶在露莉亚倒下之前\n抱住了她。
300,露莉亚！
294,——部分机能损坏，\n自我防御机能暂停，\n进入机能修复……状态——
293,其他被抹消的同伴们\n也继萝赛塔之后一个个在光芒中复活。
292,至少……\n我们没有全灭呢。
284,欧根摇着头慢慢从地上站起。
283,怎么了……？\n总感觉头有些……
281,唔…………！！\n咦？\n我们，为什么……？
269,…………！！
259,（咱应该……\n也能做到什么的……）
258,（咱、咱们真的要\n死在这里了吗……？）
257,连卡塔莉娜都……\n怎、怎么办！？姬塔！\n只剩咱们两个了！！
256,——剩余敌人数量2。\n继续对包括敌人在内的\n周边情报进行抹消——
253,怎么会这样……
250,这……\n已经没有人能唤回露莉亚的意识……
249,继续对包括敌人在内的\n周边情报进行抹消——
247,喂、喂！露莉亚！\n你醒醒啊！\n如果是你，一定能……！
244,不会吧……！
243,姬塔身边的同伴们一个接一个地\n在光芒中消失。
240,这就是……\n星晶兽阿卡夏的……！？
239,继续对包括敌人在内的\n周边情报进行抹消——
236,不……\n它是来真的……
233,喂喂喂……！\n这、这怎么回事啊……开什么玩笑啊？
230,唔！？
229,这、这要怎么阻止啊！？
228,<span class='scene-font-4'>喂喂喂！</span>\n有没有阻止它的方法啊！？
227,周围的一切……\n在消失……？
226,阿卡夏散发光芒的同时，\n周围的一切被光芒包裹，\n渐渐化为光的一部分。
220,哦哦……哦哦哦哦……
219,将对包括敌人在内的周边情报进行抹消——
218,——异常起动，\n检测到敌人……
213,露莉亚，你有没有什么……\n……露莉亚？
212,是啊……\n可是，它都已经现身了，\n这说明它已经起动了吗？
211,这是第二次见到它了吧……
204,嗯……\n这里……有种巨大的力量……！？
203,这里……
202,一行人在高塔内穿梭。\n就在来到某一房间时，\n露莉亚和欧尔姬丝停下了脚步。
200,一行人留下黑骑士在这里拖住芙莉西雅，\n离开房间寻找星晶兽阿卡夏。
199,赶紧去！\n现在没有别的办法了！！
197,可、可是……\n那样的话……
196,也许不用管什么誓约，\n就能阻止她。
195,如果从未来的记录中抹去她的存在……
194,黑骑士提出利用阿卡夏的力量改写未来，\n将芙莉西雅的存在抹除掉。
193,我来拖住她……\n你们去找星晶兽阿卡夏，\n然后起动它。
192,什么……？
191,不……\n我们还有一个方法。
190,怎么会……
189,它的力量甚至可以束缚其他星晶兽，\n要解开它的强制力，\n只有完成誓约这一种办法……
188,密斯拉的强制力，\n露莉亚也无法干涉……
187,这个……\n对不起……\n我也无能为力……
186,既然芙莉西雅宰相\n是靠密斯拉的力量不停再生的，\n露莉亚，你有没有什么办法……
185,可是……她好像很痛苦的样子……
184,喂喂……\n这样不管打败她几次都没完啊……？
183,在密斯拉强制力的作用下，\n芙莉西雅一次又一次地复活，\n挡在众人的面前。
175,唔！？\n啊啊啊啊啊啊啊啊啊！！
173,哈……哈……\n这、这样就……
172,啊……啊啊……
161,唔啊！噶……啊……
160,姬塔等人击退了\n化为异形姿态的芙莉西雅。\n然而——
151,芙莉西雅召唤出密斯拉，\n将自己的身体献给了它的强制力，\n再次向众人发起进攻。
140,我……\n就算无数次粉身碎骨，\n也要实现我的夙愿……绝对！！
118,密斯拉……！！
117,突然，芙莉西雅举起右手。
116,哈……\n还没、还没结束……！
115,一行人暂且松了一口气，\n可就在这时，\n伤痕累累的芙莉西雅从背后的门外走了过来。
112,这样一来，\n星晶兽阿卡夏也不会起动了……
111,呵呵……\n因为我们已经停止了反应器。
110,嗯……\n感觉房间的氛围没那么沉重了……
109,露莉亚为了防止反应器再次起动，\n吸收了反应器的核心星晶兽机械降神。
105,是的！\n剩下的就只有……
104,哎呀呀……\n这下问题就算解决了吧？
103,姬塔一行击破自我防御系统，\n成功破坏了反应器。
78,只要没有意外，\n这就是最终决战了！\n加把劲上吧！
77,咱们都走到这里了！\n就差最后一步！\n姬塔！
76,虽然说只要破坏它就行……\n但好像没那么容易呢……
75,——检测到敌人。\n起动自我防御系统。
74,一行人本想尽快将其破坏，\n但就在这时，\n周围突然响起了警报声。
73,一行人打倒了芙莉西雅，\n走进里屋，在那里发现了\n他们苦苦寻找的反应器。
68,走吧……\n这个女人已经无药可救了。
66,<span class='scene-font-4'>为什么你们都不懂……？</span>\n正确的是我……\n她应该选择的，是我……！
65,<span class='scene-font-4'>啊啊啊啊啊！！</span>\n该死！ 为什么，为什么！？\n为什么总是这样，总是这样总是这样！！
64,哼……\n看来你已经走到头了。
63,哈……哈……
52,唔……噶啊……！！\n呃……
38,使用魔晶力量变身的芙莉西雅\n袭向众人。
37,至于力量……我也有！\n好了，在压倒性的力量面前屈服吧！
