id,trans
filename,scene_evt220429_cp0_q2_s10
translator,朔夜Rei
info,scene_evt220429_cp0_q2_s10
144,　\n　\n　　　　　　　　　　　　　　完──
137,赌上今后的人生，为了将真正的自由牢牢地抓在自己手中。
136,带着心底里的稍许确信，斯卡尔离开了故乡。
135,（好像就在眼前了……我有这种感觉啊……！）
134,（虽然……还有些难以名状，但我所追求的自由……）
133,然后，像是抓住了天宇那般缓缓地握紧手心。
132,斯卡尔仰望遥远的长空，将五指伸开的手高高伸向天空。
131,好嘞！ 那些家伙肯定正盼着我这个成了大人物的家伙回去呢！
129,好了……我们也回去吧。回到姬塔他们等待着的，我们心爱的家。
123,…………
120,别了，兄弟们。直到再会之日……
115,莱萨利德的表情再次严肃起来，转身背对斯卡尔他们。
114,是你的话一定能行。因为啊，你超强的嘛！
113,将遵从心中罗盘的指引……像个男子汉那样……踏上拯救遭受压迫、身陷贫困之人的旅途。
112,这份心意至今未变。所以我……
111,我为了成为燃烧生命而活的大男子汉而离开祖国……
110,不，我流泪是因为想起了斯卡尔说过的话。
109,开玩笑的、开玩笑的……！对不起啦。
108,你、你你你怎么哭了混蛋！\n是男子汉就给我忍住！
107,呃呃……呜！
106,汪汪！
105,就是说啊。什么降灵术，竟然轻易被一个模仿老大的家伙给骗了！
104,哈哈！你能这么说我很高兴，不过说真的，你的眼光真够差劲啊！
103,正因为如此，我才从他们的束缚中解脱出来。
102,即便如此……那时斯卡尔的话确实打动了我的心。
101,因为啊，心里的想法会随着时间不断改变嘛！
100,到底对不对呢，我自己也不太清楚。
99,啊～～该怎么说呢，那时候就是把脑子里冒出来的话全给说出来了……
98,那……斯卡尔你呢？
97,但是，已经我毕业了。接下来，我要去寻找属于我自己的自由。
96,巴鲁鲁干望着缠着绷带的右手，不由得露出了笑容。
95,是顽固，是执着，还是本性呢……不管怎样，都还是被老大勾着魂儿呢。
94,在奥达兹莫奇待过的那些家伙啊，果然，还是离不开这片土地吧……
93,斯卡尔、巴鲁鲁干、小小斯卡尔以及莱萨利德在墓前祈祷。
92,于北方荒原中静静矗立着的古扎雷萨之墓──
86,男子气概……吗……
