id,trans
filename,scene_ult_chr086_ep1_q1_s10
translator,Antares
info,scene_ult_chr086_ep1_q1_s10
37,<span class='scene-font-katari'>然而，</span><br><span class='scene-font-katari'>在这段时间里，诺亚严肃的表情始终没有消失。</span>
36,<span class='scene-font-katari'>姬塔一行人从街上乘上公共的骑空艇，</span><br><span class='scene-font-katari'>一路向加隆佐进发。</span>
35,是啊……<br>首先前往那条能从空中看到的街吧。
34,原来如此……！<br>确实，说到修理骑空艇的话就是要去那座岛呢！
33,毕竟需要的东西现在也应该在那里……
32,唔……<br>那么首先前往加隆佐吧。
31,然后呢？<br>为了再次让格兰塞法启动，<br>我们要做什么才好？
30,哈哈！<br>闹着玩的啊！<br>是吧，喂！
29,把这当成我自私的任性，能原谅的话我会很高兴哦。
28,但是呢……<br>有时候很想亲耳听到回答。
27,呵呵……<br>不，那种事我一丝一毫都没想过。
26,是啊。<br>难道你觉得我们会对格兰塞法见死不救吗？
25,呵呵……<br>这么说的话，<br>答案不就不言而喻了？
24,但是，并不是没有希望。<br>一切取决于你们。
23,是啊……<br>现在在这里可能没办法再次把格兰塞法送上天空……
22,是怎样呢……？<br>诺亚，你怎么想？
21,唔……<br>那明明没有坏，却飞不起来了，是吗？
20,不……虽然看上去没有奇怪的地方……
19,喂、喂……到底怎样了？<br>格兰塞法坏掉了吗？
18,麻烦了……<br>完全不吭声了……
17,<span class='scene-font-katari'>但是，这之后无论做什么格兰塞法都完全不动。</span>
16,<span class='scene-font-katari'>载着姬塔她们的格兰塞法迫降在附近的岛上。</span>
12,赶快！<br>要进行着陆准备了！
11,诶诶！？
10,骑空艇它……<br>格兰塞法它的高度在不断降低！
9,发、发生什么事了？<br>这么慌慌张张……
8,这可糟糕了！<br>喂！附近有岛吗！？
6,诶？<br>那个，那是怎么回事……
5,并不……谢谢你，露莉亚。<br>但这是无可奈何……<br>没法避免的事情。
4,咦？<br>诺亚先生，表情很恐怖，<br>是有什么困扰的事情吗？
3,这样啊……<br>这一时刻终于来临了……
1,<span class='scene-font-katari'>大家各自消磨着时间，诺亚一个人在甲板皱着眉头。</span>
0,<span class='scene-font-katari'>载着姬塔一行的格兰塞法在晴朗的天空中前进。</span>
0-synopsis,姬塔一行人乘着骑空艇格兰塞法继续旅行。某一天，格兰塞法突然动不了了，迫降在附近的岛上。诺亚作为造船的星晶兽向格兰塞法询问状况，得知现在这样并不是没有飞翔的希望。一行人为了再次让格兰塞法翱翔，一路前往加隆佐。
0-chapter_name,承载誓言与祝福
