id,trans
filename,scene_seraphic02_02_ep1
info,scene_seraphic02_02_ep1
69,<span class='scene-font-spword'>极限任务</span><br><span class='scene-font-spword'>已可于『四大天司的试炼』中</span><br><span class='scene-font-spword'>向加百列发起挑战</span>
68,<span class='scene-font-katari'>一瞬的静寂之后，姬塔睁开双眼，</span><br><span class='scene-font-katari'>发现自己已经回到了骑空艇上的寝室中。</span>
58,<span class='scene-font-katari'>话音刚落，</span><span class='scene-font-spword'>加百列之权杖</span><span class='scene-font-katari'>便发出夺目的光芒，</span><br><span class='scene-font-katari'>顷刻之间覆盖了姬塔的视野──
57,<span class='scene-font-gray'>――――</span>
56,<span class='scene-font-gray'>要记住……我们之间的暗号哦？</span>
55,<span class='scene-font-gray'>这样的话……</span><br><span class='scene-font-gray'>我就给予你必须面对的考验。</span>
54,<span class='scene-font-gray'>所以今后就变得更强吧。</span><br><span class='scene-font-gray'>对了……</span><br><span class='scene-font-gray'>在夜晚的时候，就想起我吧？</span>
53,<span class='scene-font-gray'>现在即使什么都不去考虑也没关系。</span><br><span class='scene-font-gray'>我所传达的这些话，</span><br><span class='scene-font-gray'>终有一天，你会明白的。</span>
52,<span class='scene-font-katari'>这时，</span><span class='scene-font-spword'>加百列之权杖</span><br><span class='scene-font-katari'>忽然开始激烈颤动。</span>
51,<span class='scene-font-katari'>加百列用指尖轻抚姬塔手上的</span><br><span class='scene-font-spword'>加百列之权杖</span><span class='scene-font-katari'>。</span>
50,<span class='scene-font-gray'>……虽然是那么说，</span><br><span class='scene-font-gray'>不过突然听到这种事情，</span><br><span class='scene-font-gray'>你还是会很困扰的吧……</span>
49,<span class='scene-font-gray'>不久的将来……</span><br><span class='scene-font-gray'>你会被扔进混沌之中，</span><br><span class='scene-font-gray'>被告知……这世界的终结之语。</span>
48,<span class='scene-font-gray'>不过，真没想到</span><br><span class='scene-font-gray'>居然是个小孩子呢……</span>
47,<span class='scene-font-katari'>加百列这样说着，</span><br><span class='scene-font-katari'>目不转睛地看着姬塔。</span>
46,<span class='scene-font-gray'>那可是……非凡的守护之力呢。</span><br><span class='scene-font-gray'>一定能在接下来的旅途中派上用场的。</span>
45,<span class='scene-font-gray'>你手上的寄宿之物，</span><br><span class='scene-font-gray'>的确和那个哈文族商人说的一样，</span><br><span class='scene-font-gray'>带有着水属性的守护呢。</span>
44,<span class='scene-font-katari'>加百列的笑容像是要恶作剧般，</span><br><span class='scene-font-katari'>手却温柔地抚上了姬塔的脸颊。</span>
43,<span class='scene-font-gray'>不过，这就是命运呢……</span>
42,<span class='scene-font-gray'>“原本是在骑空艇里的，</span><br><span class='scene-font-gray'>怎么会跑到这种地方来”之类的。</span>
41,<span class='scene-font-gray'>没错，我就是加百列。</span><br><span class='scene-font-gray'>请多关照哦，不过你有点被吓到了吧？</span>
40,<span class='scene-font-katari'>姬塔甫一说出脑海中浮现的名字，</span><br><span class='scene-font-katari'>眼前开朗的女性便露出了平和的微笑。</span>
39-sel1_txt,<span class='scene-font-katari'>加百列……？</span>
39,<span class='scene-font-gray'>呵呵呵……</span><br><span class='scene-font-gray'>你的手中，有着以我命名的寄宿之物呢。</span>
38,<span class='scene-font-katari'>姬塔放眼望向四周，</span><br><span class='scene-font-katari'>只见自己身后伫立着一个身影。</span>
37,<span class='scene-font-katari'>不知是否因为身处纯白的空间之内</span><br><span class='scene-font-katari'>距离感完全不起作用，</span><br><span class='scene-font-katari'>这声音就像是在脑海中直接响起一般。</span>
36,<span class='scene-font-gray'>你……</span>
35-sel1_txt,<span class='scene-font-katari'>这里到底是……</span>
35,<span class='scene-font-katari'>入目尽是一片雪白。</span><br><span class='scene-font-katari'>在这异样的空间中</span><br><span class='scene-font-katari'>姬塔呆呆站立着。</span>
28,<span class='scene-font-katari'>突然间，权杖四周光芒大作，</span><br><span class='scene-font-katari'>姬塔瞬时被猛烈的光辉夺去了视野──</span>
26,<span class='scene-font-katari'>当晚。不知怎么的，姬塔有些在意</span><br><span class='scene-font-katari'>靠立在墙边的</span><span class='scene-font-spword'>加百列之权杖</span><span class='scene-font-katari'>。于是便</span><br><span class='scene-font-katari'>伸出手，将权杖拿了起来。</span>
18,<span class='scene-font-katari'>于是，得到了新武器的姬塔一行人</span><br><span class='scene-font-katari'>离开了万事屋。</span>
17,原来如此啊！<br>这还真是得到了个好东西啊！
