id,trans
filename,主线剧情第125章第1节第1幕
translator,rei
info,scene_cp125_q1_s10
52,就这样，姬塔一定人<br>为了救出同伴，<br>启动了骑空艇。
51,听了欧根的声音后，<br>一行人各自喊出了回应，<br>作为再次出发的证明。
50,我们这时候可不能失败啊。<br>都打起精神来！
49,虽然比不上拉卡姆，<br>总之骑空艇由我来启动。
48,也就是说没时间了。<br>虽说你们性命相连，<br>但不知道什么时候就会切断。
47,是啊……就是这样！<br>现在，可不能放弃啊！
46-sel1_txt,绝对把她们救出来！
46,如果露莉亚他们伸出手的话，<br>我们也竭尽全力伸出手的话，<br>就一定能握到一起吧。
45,幽世是既遥远也接近的地方，<br>也就是说，<br>与这个世界有着很深的联系……
44,也是……<br>所以我们现在，<br>可不是悲观的时候。
43,和到幽世的状况一样，<br>说不定，<br>他们也在一起寻找回来的办法！
42,如果露莉亚没事的话，<br>卡塔莉娜、拉卡姆和米卡波西，<br>应该也还活着……
41,不……悲观也没办法。<br>如果赌一把的话，<br>确实也不是没有这种可能性。
40,确实，呢……<br>确实有这种可能。
39-sel1_txt,因为我和露莉亚是一心同体
39,对罗塞塔的话点了点头后，<br>姬塔说起了自己和露莉亚的联系。
38,也就是说……反过来想，<br>露莉亚现在应该也还活着。
37,很难受吧……<br>但是，就像洛基说的那样，<br>确实还活着。
36,走、走什么的……<br>姬塔，你的身体真的没事吗？
35-sel1_txt,……走吧
35,听着罗塞塔等人说的话，<br>姬塔慢慢地看向前方。
34,到底……怎么样呢？
33,别想太多。<br>那种糊弄人的话，<br>肯定没什么特别的意义。
32,……搞什么啊，那家伙。
31,带着星晶兽芬里尔的洛基，<br>就像是什么都没发生似的，<br>从格兰赛法离去了。
30,啧……<br>你这家伙，还是老样子……
29,那么，我们的时间也所剩无几了。<br>走吧，芬里尔。
28,虽然是这么说……<br>但是，这个状态的话……
27-sel1_txt,…………
27,“你还活着哦。”<br>并没有死去。<br>所以……接下来就看你的了。
26,总而言之，幽世并不是那么遥远的地方。<br>所以，你还活着。
25,抱歉。但我想说的确实就是这些。
24-sel1_txt,那又如何……？
24,这是不存在于星之世界，<br>空之世界独有的地方。<br>虽然不知道哪边是先出现的。
23,与生者的世界与起始相同，<br>司掌着终结、丧失与死亡……<br>这就是“幽世”。
22,和生者的世界有着决定性的区别。<br>但是，它就像是影子一样，<br>与平时的世界相邻。
21,幽世是既遥远又接近的地方。<br>可以把它当做死亡本身。<br>不存在没有人死亡的地方对吧？
20,虽然是关于姬塔状态的事情……
19,虽然伊欧向洛基投去了责难的眼神，<br>但洛基还是不在意似地继续说道。
18,毕竟，出于邪恶的目的，<br>制作能够连接幽世通道的星晶兽，<br>就是她自己呢。
17,虽然对米卡波西的事情非常惋惜，<br>但就像她本人说的那样，<br>是自作自受。
16,首先，我们还有我们的事要做，<br>幽世的事就交给你们了。
15,我会尽量简短的。<br>希望你们能稍微听听我的话。
14,瞥了眼罗塞塔后，<br>洛基耸了耸肩，<br>继续说道。
13,可以别这样了吗。<br>现在，我们没有做这种事的时间。
12,哎呀哎呀……最后的话，<br>说得这么恶劣真的没关系吗？
10-sel2_txt,闭嘴……
10-sel1_txt,啰嗦……
10,我是来见证的。<br>这也许就是最后一次告别了。
9,所以你有什么事吗？<br>我们想让姬塔早点休息。
8,听了芬里尔的话后，<br>欧根一边警戒的说着，<br>一边将目光投向洛基。
7,我只是跟着洛基行动而已。<br>在洛基解决完事情以前我可不会走。
6,哼……<br>我也不是自己喜欢才到这儿来的。
5,你是为了说这话才来的吗？<br>如果满意了的话，<br>就快回到自己的骑空艇里去把！
4,没看过的脸啊……<br>苍之少女不在的话，<br>居然会变成这个样子啊。
3,看着消沉的姬塔，<br>芬里尔呆呆地嘟哝道。
2,此时，<br>带着星晶兽芬里尔的洛基，<br>就像是在目送着他们一般。
1,总之先从贝斯缇耶岛出来，<br>坐上了格兰赛法的姬塔一行人。
0-synopsis,因为露莉亚他们落入幽世而吸纳入失意的姬塔一行人，从贝斯缇耶岛进行了避难。洛基对姬塔说完“幽世并不是那么容易离开的地方，所以你要活着，然后就靠你自己了”后，就离开了。听了这番话后，大家觉得和姬塔一心同体的露莉亚还活着，并从中看到了希望。下定了拯救同伴的决心后，众人一起从骑空艇中出来了。
0-chapter_name,第125章 寻找碎片
