id,trans
filename,scene_fate_chr136_ep1
info,scene_fate_chr136_ep1
96,<span class='scene-font-katari'>但至少，</span><br><span class='scene-font-katari'>她拿出了勇气</span><br><span class='scene-font-katari'>踏出了第一步。</span>
95,<span class='scene-font-katari'>胆小的火药调和师・库姆优。</span><br><span class='scene-font-katari'>究竟能否在姬塔的骑空团里，</span><br><span class='scene-font-katari'>如愿以偿地增强胆量呢。</span>
94,哈啊……没办法，看来还有得锻炼啊。<br>我家的女儿就拜托你了<br>姬塔！
93,呀啊啊啊啊！？<br>突，突然向我搭话，<br>吓死我了你这家伙！
92,好了！<br>那，走吧库姆优！
91,好的！<br>库姆优会锻炼到<br>不被吓到然后回来的！！
90,诶呀……毕竟是可爱的孩子<br>想要外出旅行。<br>好好地干啊！
89,嗯……老板，老板娘！<br>库姆优我会加油的！！
88,你啊！　没有的事，<br>不要胡说八道！
87,哈啊……两个女儿都出去旅行了……<br>库姆！　有什么的话，<br>赶快回来哦！！
85,<span class='scene-font-katari'>就这样，</span><br><span class='scene-font-katari'>库姆优成为姬塔骑空团的一份子，</span><br><span class='scene-font-katari'>开始了旅行。</span>
83,哈哈哈，库姆优！<br>从今以后请多指教了。
82,你这家伙说的是真的吗！<br>你们要是骗人的话我不会放过你们的<br>混蛋！
81,嗯，真亏你说出来了！<br>非常欢迎<br>对吧，姬塔！
80,所以，拜托了<br>姬塔！<br>请让库姆优加入骑空团吧！
79,成为厉害的火药调和师，<br>想帮爸爸，妈妈<br>还有姐姐的忙！！
78,可恶！！<br>库姆优这个没用的！<br>但是，我想改变！
77,<span class='scene-font-kokoro'>（……啊！　难道说！</span><br><span class='scene-font-kokoro'>这是，故意的……？）</span>
76,<span class='scene-font-kokoro'>（唔～……平常的话，</span><br><span class='scene-font-kokoro'>姬塔和碧</span><br><span class='scene-font-kokoro'>都不会这么说话的……？）</span>
75,那，那是……<br>……但是！<br>唔唔唔……
74,嗯～，但是迄今为止，<br>在铳工坊中也和各种各样的人相处过吧？<br>这和在骑空团里差不多啊？
73,这样……也是，<br>如果不从自己开始改变的话！　<br>即使环境改变了，也无济于事……
72,吸～……呼～……
71,请冷静一下！<br>慢慢来，深呼吸深呼吸！！
70,那个！　那个那个！<br>唔唔，嗯……啊啊真是！<br>说不出来啊混蛋！
69,欸！？<br>啊！　啊啊！？<br>你这么一说！
68-sel2_txt,<span class='scene-font-katari'>依赖他人的话是不行的</span>
68-sel1_txt,<span class='scene-font-katari'>你现在不就在说吗</span>
68,但是，即使想要拜托<br>在街上碰到的骑空士，<br>也会因为胆小而不敢搭话……
67,嗯嗯，<br>进入骑空团的话<br>也不会因为一些小事就被吓到了！
66,所以，库姆优就在想<br>如果能积累作为骑空士的经验的话<br>胆子也会变大的吧……
65,因为能获得各种各样的经验，<br>所以姐姐说<br>能进骑空团太好了。
64,姐姐是枪的设计师，<br>为了确认自己的枪，<br>是不是好用而登上了骑空艇。
63,原来如此啊！<br>不过，学，<br>是学什么啊？
62,姐姐很厉害，<br>又酷，有温柔，<br>是最棒的姐姐！
61,"嗯嗯，和姐姐关系很好啊！ "
60,所以，才学着姐姐的样子<br>但是，<br>总是干不好……
59,一直以来<br>我都是这样子，<br>我想要变得更好……
58,唔！？<br>爸爸和妈妈吗！？<br>啊唔，库姆优真是个笨蛋……
57,呐，库姆优。<br>是因为这个事情才一直失落的吗？<br>老板他们，很担心你哦。
56,哈啊～……这样的话，<br>就没脸见<br>在外旅行的姐姐了……
55,唔哇！？<br>啊哇哇不好意思！<br>不小心就说了方言……！
54,唔哇！？<br>突然怎么了这是！<br>我都被你吓到了！
53,啊啊真是的～！　库姆优这个笨蛋～！！<br>咋会这样啊，<br>搞啥玩意儿啊！！
52,那，那样的话就有点麻烦了啊……<br>要使用火药的话，<br>震耳欲聋的声音是常有的吧？
51,试作枪的测试的时候，<br>虽然明白会有爆炸声，<br>但还是僵硬得动弹不得……
50,在调和中被后面的搭话，<br>被吓到后，打破了瓶子……
49,唔唔哇，<br>灾难啊！
48,去仓库去材料的时候，<br>有老鼠出来，被吓了一跳，<br>撞在架子上摔倒了……
47,那个的话，没有习惯的话<br>被吓到正常吧，<br>这之后习惯不就好了！
46,比如说，库姆优在做火药调和师<br>的学徒工作，<br>被爆炸的声音吓到……
45,嗯？<br>总是被吓到<br是怎么回事？
44,唔唔唔……库姆优，<br>胆子很小，<br>总是被吓到。
43,……但是……
42,原来如此……！<br>这不是挺好的吗！
41,所以我很自然地，<br>想要成为工坊的职人。
40,爸爸和妈妈，<br>还有姐姐<br>都很爱库姆优。
39,库姆优虽然是牛族人，<br>但是他们也和养育继承者的姐姐一样<br>把我养大了……
38,唔……库姆优我，<br>还是在婴儿的时候，就被工坊夫妇<br>捡回了家。
35,呜呜呜……你们真是好人啊，<br>可恶……
34,是啊，和人讲一下的话<br>心里也会轻松一点……
33,怎么了？　这么失落。<br>也是某种缘分，<br>可以的话，讲给我们听一下吧！
32,呜呜～……<br>这种很容易受到惊吓的毛病<br>不好好地改掉的话……
31,啊呀！？<br>抱，抱歉！<br>我有点吓到了……
30,哈哇！？<br>对，对不起<br>看着你很失落的样子……
29,呀啊啊啊啊啊！！<br>干干干干什么啊！？<br>你这家伙！
28,请问，我记得你是叫……库姆优的吧？<br>怎么了吗？
27,呜呜……
26,嗯？　在哪里的，<br>不是铳工坊的人吗……<br>好像很失落的样子。
25,哈啊……<br>库姆优这个笨蛋……
22,没问题！<br>下次，也请多指教了。
21,多谢了啊！<br>还有机会的话下次也拜托了！
20,嗯！　抱歉啊，<br>稍等一下。<br>……嗯，没问题了。
19,唔唔……<br>委托书没问题吧？
18,是啊……虽说如此，<br>这个年龄段的女孩子嘛<br>稍微放开一点比较好哦！
17,唔……但是啊，<br>刚刚从街上回来之后，<br>她就一直很消沉……
16,哈啊……服了，你来这边！<br>这个也帮那个也帮<br>这样是帮不到库姆优的！
15,喂！　库姆！<br>爸爸我也一起去……
13,了解！<br>我走了！！
12,你去看看之前搬过来的<br>货物有没有到齐。
11,呀！？<br>呃，呃っ！！<br>怎么了，ba……老板！
10,帮大忙了啊，之前的骑空艇因为维护<br>不能动了……<br>啊，对了，库姆优！
9,哈哈，请不要在意！<br>你们高兴，<br>我们也算没有白跑一趟。
8,你不是要先签字才行吗！<br>……不好意思啊，骑空士。<br>这个人像孩子一样。给人添麻烦。
7,是啊，哦……老板！<br>能做出非常棒的枪啊！
6,嗯……质量不错啊。<br>看起来能做出好东西了！<br>你说呢，库姆！
5,哦，打扰了！<br能在这里签字吗？
4,呼呀！？<br>啊哇哇哇，对不起！<br>欢迎光临！！
3,嗯？　在角落里干什么。<br>来客人了哦！
2,哈……
1,<span class='scene-font-katari'>姬塔一行</span><br><span class='scene-font-katari'>为了确认委托</span><br><span class='scene-font-katari'>走向了工坊的接待间。</span>
0,<span class='scene-font-katari'>姬塔一行接到，将制枪的金属</span><br><span class='scene-font-katari'>送到工坊的委托，</span><br><span class='scene-font-katari'>来到了工坊。</span>
0-synopsis,在旅途中接受委托的一行，碰到铳工坊的少女库姆优。她想要改变胆小的自己，在一行人的推动下，她加入了骑空团，下定决心的库姆优在工坊夫妇的目送下踏上旅途。
0-chapter_name,胆小者的工坊见习
