id,name,text,trans
1,アニラ/阿妮拉,トリック・オア・トリートじゃ！<br>姬塔殿の仮装も<br>なかなか決まっておるのう！,不给糖就捣蛋！<br>姬塔阁下的变装也很像样啊！
2,アニラ/阿妮拉,む？　その怪しく動く手……<br>さてはまた我をくすぐるつもりじゃな？,嗯？你这动作可疑的手……<br>你又想挠我痒吗？
3,アニラ/阿妮拉,しかし、残念じゃったな。<br>そんなこともあろうかと今年は<br>とっておきの秘策を用意してある！,不过，很遗憾。<br>我早就料到会有这事所以准备了特别的秘策！
4,アニラ/阿妮拉,秘儀！<br>両手を繋いでこちょこちょ封じ！,秘技！<br>牵住双手封印挠痒！
5,アニラ/阿妮拉,どうじゃ！<br>我に両手を塞がれてしまったぞ。<br>これでもうそなたは……,怎么样！<br>你的双手都被我抓住了。<br>这样一来你也……
6,アニラ/阿妮拉,……くふっ！？<br>くふふふふっ、<br>くあっふぁっははははっ！,……唔呼！？<br>呼呼呼，唔哈哈哈哈哈！
7,アニラ/阿妮拉,むむむ、長いつけ爪で手の甲をくすぐり<br>我のこちょこちょ封じを破るとは、<br>なかなかやるのう……,嗯嗯嗯，没想到你会用长的假指甲挠我的手背来破除我的挠痒封印，真行啊……
8,アニラ/阿妮拉,仕方ない。<br>どうしてもと言うなら<br>ほんの少しだけくすぐっても良いぞ？,没办法。<br>如果你非常想的话，我可以让你挠一小会。
9,アニラ/阿妮拉,あひゃ……ははは、ひぃひひ……<br>くくく、あははは……,（笑声）
10,アニラ/阿妮拉,や、やはり……ひぃひひひ……<br>少しだけでも、む、むりぃ……<br>あひゃひゃひゃ！！！,果然……（笑声）……<br>就算是一会会也不、不行……<br>（笑声）
info,,,scene_s4_halloween_3023_v1_0_2004_4_3040027000
译者,,,
