id,name,text,trans
0-chapter_name,,第172章　蒼き希望,第172章 苍蓝希望
0-synopsis,,タウルークがマクスウェルを追い詰め、ミカボシがレギオン・ヴォイドを削り、シトリとルリアが力を合わせることによって手に入れた姬塔の可能性。その中でも最も強いとされるその姿は、空の民とも星の民とも違う、まさに究極の力を備えていた。己の内に感じる確かな力の奔流。それを信じ、姬塔は最後の決戦に挑むのだった。,陶鲁克把马克斯威尔逼入绝境，米卡波西对虚空军团造成了损伤，志鸟和露莉亚通过合作获得了姬塔的可能性。其中被认为是最强大的那个身影，既不是空之民，也不是星之民，而是具有真正的终极力量。姬塔感受到庞大的力量确实在自己体内游走。姬塔相信着这份力量，展开了最后的决战。
5,シトリ/志鸟,っ……！？,……！？
19,,その可能性は膨大な力の奔流として、\n姬塔へと流れ込み、\nその姿にも影響が表れていた。,这种可能性作为庞大的力量洪流\n流入姬塔体内，\n其影响也通过外貌显现了出来。
33,姬塔,…………,…………
34,ルリア/露莉亚,蒼い髪……,蓝色的头发……
35,ビィ/碧,な、なんなんだ、これ？\nどうなってんだ……？,这，这是什么？\n这是怎么回事……？
36,シトリ/志鸟,それが……\n姬塔の可能性の中で、\n最強の姿……だと思う。,我觉得那就是……\n在姬塔的所有可能性之中，\n最强的那个形态……
37,ロキ/洛基,空でもない、星でもない……\nその力は、まさか……,既不是空，也不是星……\n那股力量，难道是……
38,,詳細は分からずとも、\n姬塔は己の中に\n確かな力の奔流を感じる。,虽然不知道具体情况，\n但姬塔也能感觉到自己体内真实存在的\n力量洪流。
41,,タウルークが\nマクスウェルを追い詰め……,陶鲁克把马克斯威尔逼入绝境……
44,,ミカボシが\nレギオン・ヴォイドを削り……,米卡波西对虚空军团造成了损伤……
47,,そして、シトリとルリアによって\n託された力で、\n姬塔は最後の決戦に挑む。,然后，借着志鸟与露莉亚所托付的力量，\n姬塔开始了最后的决战。
59,,その可能性は膨大な力の奔流として、\n姬塔へと流れ込み、\nその姿にも影響が表れていた。,这种可能性作为庞大的力量洪流流入姬塔体内，\n其影响也通过外貌显现了出来。
73,姬塔,…………,…………
74,ルリア/露莉亚,蒼い髪……,蓝色的头发……
75,ビィ/碧,な、なんなんだ、これ？\nどうなってんだ……？,这，这是什么？\n这是怎么回事……？
76,シトリ/志鸟,それが……\n姬塔の可能性の中で、\n最強の姿……だと思う。,我觉得那就是……\n在姬塔的所有可能性之中，\n最强的那个形态……
77,ロキ/洛基,空でもない、星でもない……\nその力は、まさか……,既不是空，也不是星……\n那股力量，难道是……
78,,詳細は分からずとも、\n姬塔は己の中に\n確かな力の奔流を感じる。,虽然不知道具体情况，\n但姬塔也能感觉到自己体内真实存在的\n力量洪流。
81,,タウルークが\nマクスウェルを追い詰め……,陶鲁克把马克斯威尔逼入绝境……
84,,ミカボシが\nレギオン・ヴォイドを削り……,米卡波西对虚空军团造成了损伤……
87,,そして、シトリとルリアによって\n託された力で、\n姬塔は最後の決戦に挑む。,然后，借着志鸟与露莉亚所托付的力量，\n姬塔开始了最后的决战。
info,,,scene_cp172_q3_s20
译者,,,雨降星
