id,name,text,trans
0-chapter_name,,最強の斧使い,最强的用斧之人
0-synopsis,,ついに三寅斧の力を完全に引き出した姬塔の元に姬塔ーサが現れる。三寅斧の覚醒を知った姬塔ーサは、姬塔に勝負を挑む。困惑する一行に対し、姬塔ーサは弱者になり、誰かに食われるのが怖いと告げる。さらに姬塔ーサは「最強は誰にも渡さない！」と叫び、姬塔に襲いかかる。,萨拉萨出现在了终于完全引导出三寅斧力量的姬塔面前。知道了三寅斧觉醒的萨拉萨出现在了终于完全引导出三寅斧力量的姬塔面前。知道了三寅斧觉醒的萨拉萨向姬塔挑战。面对困惑的一行人，萨拉萨说她害怕成为弱者，被三寅斧吞噬。接下来萨拉萨叫着「我不会把最强的称号让给别人！」，并向姬塔袭来。
0,,<span class='scene-font-katari'>ついに</span><span class='scene-font-spword'>「三寅斧」</span><span class='scene-font-katari'>を覚醒させ、</span><br><span class='scene-font-katari'>その力の全てを引き出した</span><br><span class='scene-font-katari'>姬塔一行。</span>,<span class='scene-font-katari'>终于让</span><span class='scene-font-spword'>「三寅斧」</span><span class='scene-font-katari'>觉醒，</span><br><span class='scene-font-katari'>引出了其全部力量的</span><br><span class='scene-font-katari'>姬塔一行。</span>
1,,<span class='scene-font-katari'>心地良い達成感を噛みしめながら、</span><br><span class='scene-font-katari'>一行はよろず屋を後にし、</span><br><span class='scene-font-katari'>グランサイファーへと向かっていた。</span>,<span class='scene-font-katari'>咀嚼着令人舒心的成就感，</span><br><span class='scene-font-katari'>一行人离开万事屋</span><br><span class='scene-font-katari'>向格兰塞法而去。</span>
2,ビィ/碧,ふぃー……<br>な、長かったぜ……,呼……<br>真是好长的一段路……
3,ルリア/露莉亚,ふふ……お疲れ様でした。<br>姬塔！,呵呵……辛苦了。<br>姬塔！
4,ルリア/露莉亚,でも、頑張った甲斐がありましたね！<br><span class='scene-font-spword'>「三寅斧」</span>から、<br>力が溢れてるのを感じます！,但是努力是有价值的！<br>从<span class='scene-font-spword'>「三寅斧」</span>中，<br>可以感到溢出的力量！
5,ビィ/碧,だよな！<br>すげーぜ、こりゃ！<br>本当にここまでよく……ん？,是呢！<br>这太厉害了！<br>可以走到这一步真是……嗯？
6,姬塔ーサ/萨拉萨,……来たな。,……你们来啦。
7,ルリア/露莉亚,姬塔ーサさん……？<br>けど、なんだか雰囲気が……？,萨拉萨……？<br>但是，怎么觉得今天的气氛……？
8,姬塔ーサ/萨拉萨,待ってたぜ、姬塔。<br>お前……<span class='scene-font-spword'>天星器</span>、覚醒させただろ。,我等你很久了，姬塔。<br>你让……<span class='scene-font-spword'>天星器</span>觉醒了吧。
9,ビィ/碧,おっ！<br>なんだよ、もう知ってんのか？<br>もしかして、お祝いでも……,哦！<br>什么啊，都已经知道了吗？<br>该不会你是来祝贺的吧……
10,姬塔ーサ/萨拉萨,間違いないみたいだな……<br>勘違いなら……良かったんだけどな。,看来我没搞错啊……<br>搞错的话……就好了呢。
11,姬塔ーサ/萨拉萨,でも、仕方ない……<br>それじゃあ……勝負だ、姬塔。,但没办法了……<br>那么……一决胜负吧，姬塔。
12,ビィ/碧,ど……どーいうことだ！？<br>何の冗談だよそりゃ……,这……这是怎么回事！？<br>开什么玩笑……
13,姬塔ーサ/萨拉萨,冗談？<br>そんな難しいこと、<br>あたしには言えないぞ……,玩笑？<br>那么难的东西<br>我可说不来……
14,姬塔ーサ/萨拉萨,あたしはいつでも本気だ……<br>さぁ、武器を取れ、姬塔。,我一直都是认真的……<br>来吧，拿起武器，姬塔。
15,ルリア/露莉亚,ちょ、ちょっと待ってください！<br>どうして私達が姬塔ーサさんと……？,等，请稍等下！<br>为什么我们要与萨拉萨……？
16,姬塔ーサ/萨拉萨,あたしは……最強の斧使いだからな。<br>だから姬塔を、<br>倒さなくっちゃいけない。,我是……最强的用斧之人。<br>所以我必须<br>打倒姬塔。
17,姬塔ーサ/萨拉萨,あたしは最強だ。<br>それは自分でよくわかってる。,我是最强的。<br>我自己最清楚这点。
18,姬塔ーサ/萨拉萨,でも、<br><span class='scene-font-spword'>「三寅斧」</span>を覚醒させた姬塔も<br>最強の斧使いだ……,但是，<br>让<span class='scene-font-spword'>「三寅斧」</span>觉醒了的姬塔<br>也是最强的用斧之人……
19,姬塔ーサ/萨拉萨,おかしいだろ、そんなの。<br>あたし、知ってるぞ……<br>最強は一人じゃなくちゃいけないって。,这样太奇怪了吧。<br>我知道的……<br>最强的只能有一个人这种事。
20,姬塔ーサ/萨拉萨,この空に最強は二人もいらない……<br>だから勝負だ、姬塔。,这片天空不会两个最强……<br>所以一决胜负吧，姬塔。
20-sel1_txt,,<span class='scene-font-katari'>姬塔ーサのほうが強い</span>,<span class='scene-font-katari'>萨拉萨比较强</span>
20-sel2_txt,,<span class='scene-font-katari'>最強になりたいわけじゃない</span>,<span class='scene-font-katari'>我并没有想变成最强</span>
21,姬塔ーサ/萨拉萨,嘘は嫌いだぞ……<br>姬塔の力はよくわかってる。,我讨厌说谎……<br>姬塔的实力我很清楚。
22,姬塔ーサ/萨拉萨,もうあたしとほとんど変わらない……<br>だから、<br>勝負をして決めなくちゃいけない。,你已经和我差不多了……<br>所以，<br>必须通过比试来决定胜负。
23,姬塔ーサ/萨拉萨,でも、姬塔は強い。<br>姬塔がどう思おうと、<br>姬塔は強い、それで全部だ。,但是，姬塔很强。<br>无论姬塔是怎么想的，<br>姬塔很强，这就是全部。
24,姬塔ーサ/萨拉萨,でも、あたしだって譲れない……<br>最強は、<br>あたしじゃなくちゃいけないんだ……！,但我也不会谦让的……<br>最强的，<br>必须得是我……！
25,ビィ/碧,な、なんでそんな、<br>どっちが強いとか、最強とか……<br>そーいうのに拘るんだよ？,为、为什么要这么做？<br>谁比较强，谁最强什么的……<br>有必要拘泥于这些吗？
26,姬塔ーサ/萨拉萨,あたしは……<br>生まれた時から、<br>森で動物に育てられたんだ。,我啊……<br>从出生开始，<br>就是被森林里的动物养大的。
27,姬塔ーサ/萨拉萨,ウーノに拾われるまで、<br>あたしはずっと森に居た。<br>だから知ってるんだ……,直到被乌诺捡到为止，<br>我一直住在森林之中。<br>所以我知道……
28,姬塔ーサ/萨拉萨,たくさん見てきた……弱い奴は死ぬ。<br>弱い奴は食われる。<br>弱かったら……何の価値もない。,我看多了……弱小的家伙死掉。<br>弱小的家伙被吃掉。<br>如果弱小的话……就没有任何价值。
29,姬塔ーサ/萨拉萨,あたしは食われるつもりはない。<br>あたしは……食われるのが怖い。<br>あたしは……弱い奴になりたくない。,我没打算被吃掉。<br>我……害怕被吃掉。<br>我……不想成为弱小的家伙。
30,姬塔ーサ/萨拉萨,いつだって食う側でいてやる……！<br>だから<br>最強じゃなくちゃいけないんだ！！,我无论何时都要是吃的那方……！<br>所以我必须是最强的！！
31,ルリア/露莉亚,そんな……！<br>誰も姬塔ーサさんにそんなことは……,怎么这样……！<br>谁都不会对萨拉萨做那样的事……
32,姬塔ーサ/萨拉萨,姬塔はそうかもな！<br>けど、一人認めたら……<br>あたしが最強じゃないって認めたら……,姬塔可能是这样！<br>但是，承认了一个人……<br>承认我不是最强的话……
33,姬塔ーサ/萨拉萨,そうしたら、もうダメなんだ！<br>だから、あたしは認めない！！,那样的话，就不行了！<br>所以，我不承认！！
34,姬塔ーサ/萨拉萨,あたしは最強の斧使い……<br>あたしは十天衆が一人、姬塔ーサだ！<br>最強は誰にも渡さない！　覚悟しろ！！,我是最强的用斧之人……<br>我是十天众之一的萨拉萨！<br>最强的名号不让给任何人！　觉悟吧！！
info,,,scene_fate_chr128_ep1
译者,,,
