id,name,text,trans
4,カロ/卡洛,ハッピーホワイトデー！\nバレンタインから今日まで、\n早くお返ししたくてうずうずしてたよ！,白色情人节快乐！\n从情人节开始，\n我就迫不及待想要给你回礼了！
5,カロ/卡洛,さあ、受け取って！\n去年作ったものよりも、\nさらに美味しくできたと思うんだ。,来，收下吧！\n应该比去年做的那份更好吃。
10,カロ/卡洛,実はね、グランサイファーの\nお菓子作りが得意な子達に\n色々教えてもらったんだよ。,其实我向格兰塞法号上\n擅长制作甜点的孩子们请教了很多。
11,カロ/卡洛,君の好みとか……\nあと、最近はどういうお菓子が\n流行ってるとかね。,你的喜好……\n还有最近流行什么甜点之类的。
12,カロ/卡洛,いろんな意見を聞きながら\n試行錯誤して、ようやく\n満足のいくものが作れたんだ。,听取各种意见并进行了多次尝试，\n终于做出了自己满意的东西。
13,カロ/卡洛,ふふっ、楽しそう？\nもちろん、お菓子作りは\n大好きだからね。,呵呵，我看起来很开心？\n当然啦，我最喜欢做点心了。
14,カロ/卡洛,でもそれ以上に、大事な誰かが\n喜ぶ顔を想像しながら物を作るのって、\nとっても楽しいことだよ。,不过，比起这些，更开心的是\n一边想象重要的人喜悦的表情\n一边做东西这件事。
15,カロ/卡洛,だからこそ、ホワイトデーや\nバレンタインデーが\n生まれたのかもね……,所以才会有情人节和白色情人节\n这样的节日诞生吧……
16,カロ/卡洛,……ああ、話が逸れちゃった！\nとにかく、君が美味しく\n食べてくれたら嬉しいな。,……啊，跑题了！\n总之，如果你喜欢吃的话，\n我会很高兴的。
info,,,scene_s2_white_3224_v1_0_2003_2_3040460000_0
译者,,,psyche
