id,name,text,trans
1,アニラ/阿妮拉,トリック・オア・トリートじゃ！\n姬塔殿の仮装も\nなかなか決まっておるのう！,不给糖就捣蛋！\n姬塔阁下的变装也很像样啊！
2,アニラ/阿妮拉,む？　その怪しく動く手……\nさてはまた我をくすぐるつもりじゃな？,嗯？你这动作可疑的手……\n你又想挠我痒吗？
3,アニラ/阿妮拉,しかし、残念じゃったな。\nそんなこともあろうかと今年は\nとっておきの秘策を用意してある！,不过，很遗憾。\n我早就料到会有这事\n所以准备了特别的秘策！
4,アニラ/阿妮拉,秘儀！\n両手を繋いでこちょこちょ封じ！,秘技！\n牵住双手封印挠痒！
5,アニラ/阿妮拉,どうじゃ！\n我に両手を塞がれてしまったぞ。\nこれでもうそなたは……,怎么样！\n你的双手都被我抓住了。\n这样一来你也……
6,アニラ/阿妮拉,……くふっ！？\nくふふふふっ、\nくあっふぁっははははっ！,……唔呼！？\n呼呼呼，唔哈哈哈哈哈！
7,アニラ/阿妮拉,むむむ、長いつけ爪で手の甲をくすぐり\n我のこちょこちょ封じを破るとは、\nなかなかやるのう……,嗯嗯嗯，没想到你会用长的假指甲\n挠我的手背来破除我的挠痒封印，\n真行啊……
8,アニラ/阿妮拉,仕方ない。\nどうしてもと言うなら\nほんの少しだけくすぐっても良いぞ？,没办法。\n如果你非常想的话，\n我可以让你挠一小会。
9,アニラ/阿妮拉,あひゃ……ははは、ひぃひひ……\nくくく、あははは……,（笑声）
10,アニラ/阿妮拉,や、やはり……ひぃひひひ……\n少しだけでも、む、むりぃ……\nあひゃひゃひゃ！！！,果然……（笑声）……\n就算是一会会也不、不行……\n（笑声）
info,,,scene_s4_halloween_3023_v2_0_2004_4_3030110000
译者,,,
