id,name,text,trans
0-chapter_name,,第105章　再戦,第105章　再戦
0-synopsis,,囚われのフォリアを救出するため、星晶獣ガネーシャによる王宮の加護を解かなくてはならない姬塔一行。地下道を突き進む一行の前に星晶獣ガネーシャが姿を現し、ルリアは対話を試みる。しかし、ガネーシャは暴走しているため対話が出来ず、 姬塔一行は荒れ狂うガネーシャを大人しくさせるため武器を構える。,为了救出被囚禁的芙莉亚，姬塔一行人必须解除星晶兽的象头神保护。 穿过地道后，星晶兽象头神终于出现在众人面前，露莉亚试图与他对话。 但是由于象头神失控，对话无法正常进行。为了让狂怒的象头神冷静下来，姬塔一行拿起了武器。
1,,<span class='scene-font-katari'>イデルバ国王フォリアを奪還すべく、</span><br><span class='scene-font-katari'>レム王国の主島、</span><span class='scene-font-place'>ライヒェ島</span><span class='scene-font-katari'>に</span><br><span class='scene-font-katari'>潜入した姬塔一行。</span>,为夺回伊德尔瓦王国的芙莉雅，姬塔一行人潜入了雷姆王国的莱耶岛。
2,,<span class='scene-font-katari'>フォリアが囚われている</span><br><span class='scene-font-katari'>王宮への加護を解除するため、</span><br><span class='scene-font-katari'>一行は地下道を進む。</span>,芙莉雅正被关押在王城之中，为了解除对王宫的加护，一行人在地下通道中前进着。
3,,<span class='scene-font-katari'>そして――</span>,然后——
12,ガネーシャ,<span class='scene-font-5'>────！！</span>,————！！
13,,<span class='scene-font-katari'>地下を揺るがす咆哮の主が、</span><br><span class='scene-font-katari'>ついに、姬塔達の前に</span><br><span class='scene-font-katari'>姿を現したのだった。</span>,在地底咆哮的主人，终于出现在了姬塔一行人面前。
14,カイン/该隐,実際、目の前にすると、<br>凄まじい迫力だな……,实际见到后，真是可怕的魄力啊……
15,ラインハルザ/莱茵哈萨,こういう奴らと戦って、<br>姬塔達は<br>空図を集めたってのか……,姬塔你们居然一直都和这种家伙战斗，然后搜集着空图碎片啊……
16,ラインハルザ/莱茵哈萨,わかっちゃいたが、<br>つくづく無茶な旅を続けてきたんだな。,我可算知道了，你们还真是在进行着相当胡来的旅途啊。
16-sel1_txt,,<span class='scene-font-katari'>恐縮です</span>,恐怕是的
16-sel2_txt,,<span class='scene-font-katari'>なんてことなかった</span>,没什么大不了的
17,カタリナ/卡塔莉娜,しかし、<br>これは一筋縄ではいかなそうだ。,但是，普通的办法似乎行不通啊。
18,カタリナ/卡塔莉娜,ルリア。<br>ガネーシャと対話は出来そうか？,露莉亚。你能做到和象头神谈谈吗？
20,ルリア/露莉亚,…………,…………
21,ルリア/露莉亚,だめです……<br>ドルザさんの言っていたとおり、<br>この子は暴走しているみたいです。,不行…… 就像多尔扎先生说的，这孩子好像失控了。
22,カタリナ/卡塔莉娜,となると、<br>契約の解除どころではないな……,这么说，现在根本就没法解除契约……
23,ドルザ・レム,うう……,呜呜……
24,カタリナ/卡塔莉娜,まぁ、そもそも……,嘛，本来也是……
25,ガネーシャ,<span class='scene-font-5'>────！！</span>,————！！
30,カタリナ/卡塔莉娜,<span class='scene-font-4'>はぁっ！</span>,啊！
32,ガネーシャ,<span class='scene-font-5'>────！！</span>,————！！
33,カタリナ/卡塔莉娜,この状態では、近づくことすら困難だ。<br>まずは、<br>大人しくなってもらうしかないな！,在这种状态下，就连接近都很困难。 首先，得让它老实下来！
info,,,scene_cp105_q1_s10
