id,name,text,trans
0-chapter_name,,第6章　退魔師,第6章 退魔师
0-synopsis,,発破による事故によってフィルキス達の目の前で地滑りが発生するも、搭乗するアンドリーニャが放った異質な光によって被害は食い止められる。直後、謎の気配を察し、フィルキスはミアミントと共にその正体を追い始める。一方、姬塔達は分身能力を持つ星晶獣に魔族が憑依していることを知るのだった。,误用炸药的事故导致菲尔基丝面前的山发生了山体滑坡，但在危急时刻，安多琳娜射出了奇异的光线阻止了进一步的危害。在那之后，察觉到神秘气息的菲尔基丝和米娅敏特一起追查起气息的主人。另一方面，姬塔等人得知魔族附身的是一只具有分身能力星晶兽。
1,,フィルキスが山中で出会ったのは、\n空の世界で新たな住処の建設を目指す\nひたむきな地の民だった。,菲尔基丝在山中遇见的，是一心要在空之世界建设新居的地之民们。
2,,ふたりの姉と共にレゾルティルに\n住むよう彼らから誘われるが、\nフィルキスはまだ答えを返せない。,他们劝说菲尔基丝\n和她的两位姐姐一起在雷索提尔定居，\n但菲尔基丝却迟迟没有作答。
8,地の民,ぼくは作業に戻るけど、\nきみ達はどうする？,我们要回去施工了，\n你们呢？
9,地の民,ウェルキスとミィキスなら\n街にいるだろうから、\nこれが終わったら案内できるよ。,维尔基丝和米基丝应该还在城里，\n等我干完活就带你们去。
10,フィルキス/菲尔基丝,（ふたりがいるから\n街を出てきたんだけどな……）,（就是因为她俩\n我才从城里跑出来的……）
12,フィルキス/菲尔基丝,アンドリーニャ。,安多琳娜。
15,アンドリーニャ/安东尼娅,……──！,
16,ミアミント/米安敏特,動いた！？,自己动了！？
18,フィルキス/菲尔基丝,よっこら。,嘿咻。
19,フィルキス/菲尔基丝,あたしは行くね。\n買い出しもあるし。,我先走了。\n我还有采购的任务在身。
20,地の民,驚いた……遠隔操作とは……,真惊人……还能远距离操控啊……
21,地の民,搭乗者の魔力で動くマギシェルは、\n逆に言えば魔力さえ届けば\n離れた地点からでも操作可能……,魔导机甲由驾驶员的魔力驱动，\n反过来说只要魔力能传送过去，\n那么进行远距离操控也不是没有可能……
22,地の民,理屈ではわかってるけど、\n相当な魔力と精密性がなければ\nできるものじゃないよ。,道理上能理解，\n但没有足够的魔力\n和操控的精准度是做不到的。
23,フィルキス/菲尔基丝,なんか最近、できるようになって。,最近我好像突然就能办到了。
24,ミアミント/米安敏特,逆上がりみたいに言うじゃん。,你不要说得好像很简单一样。
25,地の民,きみがいてくれれば大助かりだ。\n３人でこの島に──,有你们在我们就有如神助了。\n你们三个就在这座岛——
26,,男が言いかけた時だった。,就在男子试图劝说的时候。
28,ミアミント/米安敏特,また発破？,又是炸药吗？
29,地の民,いや、使う時はまず\n周囲に声をかけるように\n言ってるんだが……,哎呀，都跟他们说了\n使用之前要先通知一下周围的人了……
