id,name,text,trans
0-chapter_name,,第6話 対話,第6话 对话
0-synopsis,,激闘の末に、ハイネを打ち破った姬塔達。しかしハイネは更なる変貌を遂げて、魔素の力を強化する。今度こそ姬塔達に絶体絶命の危機が迫る中、エイデン、ジュリアン、アリエスが駆けつけて、ハイネに立ち向かうのだった。,激战过后，姬塔等人打败了海涅。然而海涅发生了进一步变异，强化了魔素的力量。正当姬塔等人面临真正的绝境之际，艾登、朱利安和亚里厄斯赶来与海涅对峙。
5,ビィ/碧,はぁ……はぁ……！\nなんとかなったのか……？,哈……哈……！总算是成功了吗……？
6,ルリア/露莉亚,みたいですね……\n魔戈巫のままですけど、\n鎮まった様に見えます。,看起来是的……虽然他还是魔戈巫的形态，但似乎已经平静下来了。
7,モニカ/莫妮卡,感謝する姬塔達……\n貴公等の活躍で戦は終結できた様だ。,感谢你们，姬塔……多亏有各位的活跃，战斗看样子可以结束了。
8,ダーント/旦特,気にするな……\nこの戦は空の世界の脅威と成り得た。\n我ら騎空団の協力は至極当然のこと。,不必介意……这场战斗与威胁空之世界的存在有关。我们骑空团前来相助是理所当然的。
9,リーシャ/莉夏,問題はサイサリスですね……\n猟団の瓦解は彼等の御陰もありますが、\n何を考えているのかまだわかりません。,问题是赛萨利斯呢……猎团的瓦解虽也有他们的功劳，但还不清楚他们在想什么。
10,アンリエット/安丽特,う～ん……\nアガルタを滅ぼすって言ってたわよね。\n私の勘では何か私怨があるのかも。,唔～……他们说要毁灭阿加森对吧。\n按我的直觉，可能是有什么私人恩怨。
11,モニカ/莫妮卡,私怨か……,私人恩怨吗……
14,モニカ/莫妮卡,話に聞いたジュリアンという魔匕人は、\n百の首を載せた艇の操舵士に似ている。,你们说的那个叫做朱利安的魔人，与送来百颗头颅的那个操舵手有些相像。
15,モニカ/莫妮卡,ということは前回の交戦においても、\n我々に利する様な行動を取っていた、\nということになる。,这意味着在之前的交战中，他们也采取了有利于我方的行动。
18,モニカ/莫妮卡,魔匕人といい魔禍津日といい、\nアガルタが練っていた戦略は、\n長い年月を掛けた強固なものだ。,无论是魔人还是魔祸津日，阿加森所谋划的都是耗费了漫长岁月、足够坚实的战略。
19,モニカ/莫妮卡,だがサイサリスは、\nその戦略の要所要所に、\n反乱計画の布石を置き……,但赛萨利斯在那些战略的关键点上都布置了叛乱计划的棋子……
20,モニカ/莫妮卡,最後は総帥を暴走させて猟団を一掃。\n緻密というか執念に思える所業だな。\n何がエイデンをそこまでさせたのか──,最后让总帅发狂、一举除掉猎团。与其说是周密的计划，不如说是深重的执念。究竟是什么让艾登做到如此地步——
21,ハイネ,ウ……ゥゥゥ……,呜……呜呜……
22,ハイネ,ウウウゥゥゥ……！,呜呜呜呜……！
23,ビィ/碧,んなッ……！\nハイネが起き上がって来たぞ……！？,什……！海涅站起来了……！？
24,ルリア/露莉亚,これは……！\nさっきまでとは\n全く雰囲気が違います……,这是……！和刚才的气场完全不同了……
25,ウィル/威尔,魔物だね、完全に……\n理性に続いて人間性まで失ったんだ……,完全变成魔兽了呢……继理性之后连人性也失去了……
26,モニカ/莫妮卡,全員臨戦態勢を！\nハイネはまだ力を──,全员进入战斗状态！海涅还在积蓄力量——
27,ハイネ,オオオォォォォォ！,哦哦哦哦哦哦！
51,ハイネ,フシュゥゥゥゥ……,呼呜——……
52,ビィ/碧,また変身かよ……！？,又变身了……！？
53,リーシャ/莉夏,あの紋様は……\nまさか魔戈巫のオーマ状態……！？,那个纹样是……难道是魔戈巫的逢魔状态……！？
54,アンリエット/安丽特,マズイわね……！\nさっきのでもギリギリだったのに……\nまだ上があるっていうの……,糟了……！刚才就已经是我们的极限了……\n他居然还有更强的形态……
56,ハイネ,ゴオオォォォォ……！,哦哦哦哦哦……！
61,ハイネ,ガアアアァァァァァ！,嘎啊啊啊啊啊！
73,,ハイネの放った一筋の赤い光は、\nその軌道にあるものを灰燼に帰させた。,海涅射出的一道红光，将其轨迹上的一切化为了灰烬。
74,,背後にあった丘は球状に抉られており、\nその先まで更地になっている様だった。,众人背后的山丘被挖出了一个球状的坑，其前方则完全化为一片平地。
75,ハイネ,オオオォォォン！,哦哦哦哦哦！
76,ビィ/碧,なんだよこりゃあ……\nさっきまでとはぜんぜん違ぇぞ……,怎么回事啊……和刚才完全不一样……
77,ウィル/威尔,ああ……\n赤き地平の魔素と空の人間の完全適応。\n彼は誰も知らない境地に至ったんだね。,是啊……赤色地平的魔素与空之世界的人类的完全相适应。他已经抵达了无人知晓的境界。
78,モニカ/莫妮卡,……来るぞ！,……要来了！
79,ハイネ,グオォォォン！,哦哦哦哦哦！
81,ダーント/旦特,ぬおぉぉぉ──！？,唔哦哦哦哦──！？
83,リーシャ/莉夏,ダーントさん！,旦特先生！
84,ハイネ,ガアァァァ！,嘎啊啊啊！
86,リーシャ/莉夏,きゃあぁぁぁ──！,呀啊──！
88,モニカ/莫妮卡,リーシャ！,莉夏！
89,モニカ/莫妮卡,なんという力だ……！\nこのままでは全滅する……！,何等强大的力量……！这样下去会团灭的……！
90,モニカ/莫妮卡,<span class='scene-font-4'>エティ！</span>\n収容所に戻って全員撤退させろ！\nアガルタを出るんだ！,<span class='scene-font-4'>艾缇！</span>全员撤退至回收容所！\n离开阿加森！
91,モニカ/莫妮卡,此処は私が時間を稼いでみせる！,这里由我来争取时间！
92,アンリエット/安丽特,無茶だわ……！\n今のハイネは誰にも──,太乱来了……！现在的海涅没人能——
93,ハイネ,アアアァァァ！,啊啊啊啊啊！
94,ウィル・アンリエット/威尔・安丽特,──…………！,──…………！
103,ビィ/碧,クソぅ……！\nこんなのどうすりゃあいいんだよ！？,可恶……！这家伙该怎么对付啊！？
104,ルリア/露莉亚,姬塔……！,姬塔……！
105,,仲間達が次々と倒れる中、\n姬塔はひとり剣を構えた。,在伙伴们接连倒下之时，姬塔独自一人举起了剑。
106,,仲間達が次々と倒れる中、\n姬塔はひとり剣を構えた。,在伙伴们接连倒下之时，姬塔独自一人举起了剑。
107,ハイネ,オォォォォン！,哦哦哦哦哦！
119,ジュリアン,おまたせ。\nがんばったねえ姬塔君達。,久等了。姬塔君你们已经非常努力了呢。
120,ビィ/碧,ジュリアン……！？,朱利安……！？
121,アリエス,全身に魔素が満ちている……\nあの様が魔戈巫の完成形か。,全身充满了魔素……那副模样就是魔戈巫的完全形态吗。
122,ルリア/露莉亚,あの人はアリエスさん……？,那个人是亚里厄斯……？
123,エイデン,ああ。\n完全に理性を失っているな。\nふたりとも急ぎ討伐するぞ。,是啊。已经完全失去理性了呢。你们两个，现在就和我一起将其讨伐。
124,モニカ/莫妮卡,エイデンも……\nまさかたった３人でハイネを……？,艾登也……难道仅凭三人就想对付海涅……？
125,エイデン達,『オーマ』──,『逢魔』──
126,ハイネ,ウオオオォォォ！,呜哦哦哦哦哦！
136,ジュリアン,オレに見せて貰えるかい？\n完全なる魔戈巫って奴を。,就让我见识一下吧？所谓的完全体魔戈巫。
137,ジュリアン,はあぁ！,哈啊！
139,ハイネ,ガアァ……！？,嘎啊……！？
140,エイデン,アリエス！\n背後に隙ができたぞ！,亚里厄斯！他的背后有破绽！
141,アリエス,フンッ！,哼！
143,ハイネ,ギャア……！,呃啊……！
144,エイデン,せえぇぇぇい！,嗬啊——！
146,エイデン,ジュリアン！,朱利安！
147,ジュリアン,わかってますよん！,我知道的啦！
150,ハイネ,アアアァァァ……！？,啊啊啊啊……！？
151,モニカ/莫妮卡,なんだと……\nあのハイネが押されている……？,什么……那个海涅竟然被压制了……？
152,ビィ/碧,阿吽の呼吸っていうのか……\n完璧なコンビネーションだぜ……,这就是所谓的心有灵犀吗……\n真是完美的配合啊……
153,ルリア/露莉亚,３人とも凄いです……\nまるで絵画でも見てる様な戦いかた……,三个人都好厉害……看着这样的战斗简直像在欣赏画作一般……
172,,エイデン達は削ぎ落す様に、\nハイネの身体を刻んでいき、\nあたりには大量の肉片が転がっていた。,艾登等人如同切削一般不断攻击着海涅的身体，四周散落下大量的肉块。
173,,だがハイネもまた伝説の魔戈巫であり、\nその力を振り絞って抵抗を続けている。,但海涅作为传说中的魔戈巫，也在竭尽全力继续抵抗。
174,,その光景を姬塔達は、\nただ黙って見つめるより他なかった。,姬塔等人只能默然注视着面前的景象。
176,,そして──,然后——
177,ジュリアン,はあぁぁぁ！,哈啊啊啊！
179,ハイネ,アアアァァァァァ──！,啊啊啊啊啊──！
info,,,scene_evt260129_cp6_q4_s30
译者,,,朔夜Rei
